Customer ID,Gender,Age,Hours at Gym (per week),Fitness Goal,Average Spend on Apparel ($/year),Type of Apparel Purchased,Primary Apparel Purchase Channel
829903,Female,24,7.3,Build muscle,615.92,Yoga,Physical Retailer
145714,Other,23,8.0,Fat loss,457.56,Yoga,Brand Website
727234,Male,28,7.4,Build muscle,829.6,Performance,E-commerce Retailer
996048,Female,28,6.8,Build muscle,439.96,Performance,Physical Retailer
730271,Male,26,4.8,General health,642.36,Performance,Physical Retailer
566960,Male,22,9.6,Fat loss,748.95,Performance,Physical Retailer
811851,Male,34,5.7,Endurance training,766.14,Outerwear,Physical Retailer
224123,Male,33,5.0,Endurance training,868.35,Footwear,Physical Retailer
405628,Female,29,5.4,General health,683.16,Leisure,Physical Retailer
182989,Female,26,3.6,Build muscle,474.85,Outerwear,E-commerce Retailer
398356,Male,24,7.9,Endurance training,977.96,Performance,Physical Retailer
929957,Male,28,4.6,Flexibility,651.67,Footwear,E-commerce Retailer
278274,Male,36,4.7,General health,726.37,Yoga,Brand Website
787995,Male,25,7.1,Fat loss,720.21,Footwear,E-commerce Retailer
425352,Other,34,7.0,Endurance training,845.09,Performance,Physical Retailer
920260,Male,31,5.5,General health,735.51,,Physical Retailer
511927,Male,25,5.6,Endurance training,1051.64,Performance,Physical Retailer
889852,Male,22,6.0,Build muscle,610.01,Performance,Physical Retailer
983184,Female,30,4.5,Build muscle,591.88,,Brand Website
231373,Other,35,4.0,General health,598.97,Footwear,E-commerce Retailer
538452,Female,26,7.2,Build muscle,651.79,Outerwear,Brand Website
215294,Female,37,4.9,General health,707.36,Accessories,Brand Website
559451,Male,20,6.1,Build muscle,693.68,Yoga,Physical Retailer
748307,Male,34,7.5,Fat loss,677.1,Footwear,E-commerce Retailer
165726,Other,26,6.9,Build muscle,719.83,Performance,Brand Website
241564,Female,37,,Build muscle,463.04,Performance,E-commerce Retailer
477812,Female,20,4.6,Flexibility,581.15,Yoga,E-commerce Retailer
368246,Female,28,5.1,General health,682.47,Performance,Physical Retailer
805696,Female,33,5.6,Endurance training,915.23,Performance,Physical Retailer
218015,Female,20,8.0,Fat loss,228.34,Outerwear,E-commerce Retailer
840674,Other,34,7.2,Endurance training,671.71,Leisure,Physical Retailer
354079,Female,23,6.1,Endurance training,174.63,Outerwear,Physical Retailer
650929,Female,23,7.4,Fat loss,606.32,Performance,E-commerce Retailer
789944,Female,19,7.4,Build muscle,654.34,Yoga,E-commerce Retailer
788105,Male,25,5.9,Endurance training,972.94,Leisure,E-commerce Retailer
613758,Female,27,5.9,General health,624.13,Yoga,Physical Retailer
465890,Male,29,6.3,Flexibility,858.99,Performance,Physical Retailer
545101,Female,22,,Build muscle,716.77,Accessories,Physical Retailer
136631,Other,26,4.6,General health,758.86,Performance,Physical Retailer
866577,Female,25,7.4,Fat loss,318.21,Footwear,Physical Retailer
172991,Male,31,8.9,Fat loss,891.83,Outerwear,Physical Retailer
104014,Male,32,4.3,Build muscle,885.39,Performance,Physical Retailer
373237,Male,37,7.199999999999999,Fat loss,810.75,Outerwear,E-commerce Retailer
118070,Female,18,7.8999999999999995,Build muscle,567.59,Leisure,E-commerce Retailer
922209,Male,26,5.8,Build muscle,944.33,Outerwear,E-commerce Retailer
156958,Male,18,7.6,General health,652.14,Accessories,Brand Website
182074,Male,30,3.7,General health,683.93,Performance,Brand Website
635017,Female,32,8.7,Fat loss,641.87,Footwear,E-commerce Retailer
855073,Female,19,4.9,Flexibility,590.99,Yoga,Physical Retailer
276089,Male,23,6.8,Build muscle,636.82,Performance,Physical Retailer
297392,Male,33,4.8,Build muscle,697.36,Performance,Brand Website
258823,Male,38,5.0,Endurance training,694.14,Leisure,Physical Retailer
730152,Female,31,6.3,Build muscle,358.11,Accessories,Physical Retailer
493002,Female,35,,Build muscle,848.57,Performance,E-commerce Retailer
833429,Male,31,7.2,Build muscle,813.08,Accessories,E-commerce Retailer
598863,Female,23,6.3999999999999995,Build muscle,613.18,Accessories,Physical Retailer
467654,Male,28,4.9,General health,820.32,Performance,Physical Retailer
679036,Female,25,6.5,Build muscle,546.45,Accessories,E-commerce Retailer
630089,Male,21,8.2,Fat loss,1000.1,Footwear,Physical Retailer
250262,Male,24,7.4,Build muscle,916.66,Performance,Physical Retailer
542905,Male,31,5.3,Endurance training,811.2,Performance,E-commerce Retailer
335362,Female,29,4.7,Build muscle,969.61,Leisure,E-commerce Retailer
544209,Female,28,3.2,General health,798.14,Performance,E-commerce Retailer
653880,Male,28,7.5,Fat loss,741.25,Footwear,Physical Retailer
897079,Female,30,7.1,Build muscle,745.43,Performance,Physical Retailer
764076,Female,33,6.5,Fat loss,519.26,Footwear,E-commerce Retailer
319963,Male,24,7.1000000000000005,Build muscle,630.34,Outerwear,Brand Website
580761,Male,21,9.7,Fat loss,655.68,Outerwear,E-commerce Retailer
348710,Female,29,5.7,Build muscle,396.04,Yoga,Brand Website
320984,Male,23,6.7,Flexibility,785.73,Outerwear,E-commerce Retailer
997059,Male,29,6.3,Build muscle,588.19,,Physical Retailer
956748,Other,28,5.6,Endurance training,692.99,Accessories,Brand Website
882355,Male,22,9.1,Build muscle,944.92,Accessories,Physical Retailer
364512,Male,29,6.4,Build muscle,630.75,Leisure,Physical Retailer
701863,Male,33,7.8,Fat loss,990.87,Performance,Physical Retailer
368799,Female,27,6.9,Flexibility,559.86,Accessories,Physical Retailer
337549,Male,21,6.7,Build muscle,1117.6,Accessories,E-commerce Retailer
694319,Male,24,7.3,Build muscle,738.31,Outerwear,Physical Retailer
584299,Male,28,5.5,Build muscle,821.84,Yoga,Physical Retailer
712210,Male,30,6.1,Build muscle,516.19,Outerwear,Brand Website
548982,Male,37,7.2,Build muscle,790.68,Accessories,E-commerce Retailer
224046,Male,22,7.9,Fat loss,834.27,Footwear,Brand Website
506619,Female,26,4.9,Build muscle,436.12,Outerwear,Physical Retailer
132097,Male,31,,Build muscle,715.54,Outerwear,E-commerce Retailer
766326,Male,31,4.2,General health,658.02,Outerwear,Physical Retailer
749150,Male,21,9.2,Build muscle,969.58,Performance,Physical Retailer
330229,Male,28,,Build muscle,804.62,Performance,Physical Retailer
218834,Male,27,7.300000000000001,Build muscle,1031.11,Performance,E-commerce Retailer
193848,Female,30,4.0,Endurance training,846.47,Accessories,Physical Retailer
152921,Male,25,5.1,Build muscle,734.78,,E-commerce Retailer
805086,Male,19,6.199999999999999,Fat loss,922.34,Outerwear,E-commerce Retailer
750429,Male,27,7.0,Build muscle,556.55,Footwear,Physical Retailer
805660,Female,39,7.8,Fat loss,506.45,Performance,E-commerce Retailer
384821,Female,22,7.9,Build muscle,440.36,Leisure,Physical Retailer
155609,Female,36,6.1,Endurance training,803.71,Performance,Physical Retailer
327897,Male,22,7.2,General health,527.14,Leisure,Physical Retailer
131024,Female,31,4.3,Endurance training,539.68,Performance,E-commerce Retailer
170313,Male,30,7.2,Build muscle,590.93,Yoga,Physical Retailer
489957,Male,25,5.3,Build muscle,827.62,Leisure,Physical Retailer
284078,Male,31,6.1000000000000005,Build muscle,810.36,Outerwear,Physical Retailer
457429,Male,22,6.1,Build muscle,378.41,Performance,Physical Retailer
561243,Other,29,5.6,Build muscle,732.57,Accessories,Brand Website
213632,Female,32,3.9,General health,574.85,Accessories,Physical Retailer
351451,Male,28,6.3999999999999995,Build muscle,853.15,Performance,Physical Retailer
103051,Female,21,6.5,Fat loss,749.2,Footwear,Physical Retailer
804107,Other,32,7.800000000000001,Fat loss,954.09,Footwear,Physical Retailer
476836,Female,23,7.800000000000001,Fat loss,189.3,Footwear,Physical Retailer
711523,Female,35,5.4,Build muscle,672.15,,E-commerce Retailer
821772,Female,35,4.4,General health,614.46,Leisure,E-commerce Retailer
289407,Other,27,7.3999999999999995,Build muscle,905.8,Performance,Physical Retailer
549395,Female,27,5.2,General health,554.69,Accessories,Brand Website
562894,Male,19,7.0,General health,951.44,Outerwear,E-commerce Retailer
311810,Male,18,6.2,General health,572.81,Leisure,E-commerce Retailer
827975,Female,23,6.8,Fat loss,305.53,Footwear,Physical Retailer
173523,Male,28,5.300000000000001,Build muscle,760.11,Footwear,Brand Website
860463,Female,31,6.8,Build muscle,485.08,Accessories,Brand Website
194476,Male,39,4.8,Endurance training,1004.54,Leisure,Brand Website
333841,Male,30,4.8999999999999995,Build muscle,734.24,Outerwear,Brand Website
903451,Male,26,5.3,General health,891.74,Outerwear,E-commerce Retailer
970045,Male,28,3.9,Build muscle,805.63,Performance,Physical Retailer
322866,Other,24,5.4,Build muscle,980.86,Accessories,Physical Retailer
186672,Female,20,8.5,Build muscle,694.0,Performance,E-commerce Retailer
698135,Female,25,7.0,Build muscle,620.68,Performance,E-commerce Retailer
444894,Female,28,7.1,Fat loss,402.71,Footwear,E-commerce Retailer
834994,Male,23,6.0,General health,898.46,Outerwear,E-commerce Retailer
128251,Male,28,,Endurance training,728.07,Outerwear,Physical Retailer
727769,Female,29,4.1,General health,523.86,Leisure,E-commerce Retailer
474710,Male,24,6.4,General health,522.78,Leisure,E-commerce Retailer
650233,Male,26,7.3,General health,721.74,Outerwear,Brand Website
977284,Male,33,,Build muscle,618.73,Outerwear,Physical Retailer
132217,Male,31,6.3,General health,861.81,Yoga,Physical Retailer
108308,Other,25,5.1,Build muscle,596.55,Performance,E-commerce Retailer
368093,Female,27,5.1,Build muscle,430.89,Performance,Physical Retailer
283062,Male,18,5.4,Endurance training,772.03,Accessories,Physical Retailer
494366,Female,37,7.0,Build muscle,750.64,Performance,Brand Website
844840,Female,28,4.6000000000000005,Build muscle,383.6,Performance,Physical Retailer
200235,Male,28,5.6,Build muscle,759.71,Leisure,Brand Website
174740,Female,25,4.8,Build muscle,893.29,Outerwear,Physical Retailer
478496,Female,22,5.3,Flexibility,318.16,Yoga,E-commerce Retailer
953049,Male,34,6.4,Build muscle,726.92,Outerwear,Physical Retailer
850201,Male,22,7.6000000000000005,Build muscle,467.36,Performance,Physical Retailer
903328,Male,31,8.4,Fat loss,673.69,Accessories,Physical Retailer
277247,Male,26,5.1,Build muscle,609.91,Performance,Brand Website
763165,Male,32,5.3,Flexibility,923.92,Yoga,Physical Retailer
629525,Female,23,7.3,Build muscle,716.2,Accessories,Brand Website
120056,Male,25,7.3,Fat loss,859.81,Footwear,Physical Retailer
276615,Male,31,4.1,Endurance training,744.5,,Brand Website
287628,Female,21,8.0,Flexibility,775.32,Yoga,Brand Website
738836,Female,26,3.3,Endurance training,537.64,Outerwear,Physical Retailer
473632,Male,27,,General health,787.82,Performance,Physical Retailer
234415,Male,29,6.5,Build muscle,925.3,Accessories,Brand Website
506716,Male,25,5.5,Build muscle,850.41,Performance,Physical Retailer
546438,Female,29,5.6,Build muscle,509.71,Outerwear,E-commerce Retailer
653663,Male,28,4.5,General health,874.93,Leisure,E-commerce Retailer
765022,Male,30,4.8,Build muscle,932.67,Performance,Brand Website
641252,Other,21,5.8,Build muscle,596.71,Leisure,Physical Retailer
737717,Male,19,6.1,Build muscle,853.83,Performance,Physical Retailer
352764,Female,20,6.0,Build muscle,160.5,Leisure,Brand Website
814998,Other,33,4.7,Build muscle,785.1,Performance,E-commerce Retailer
566882,Male,18,4.5,Flexibility,671.64,Accessories,E-commerce Retailer
840427,Female,20,9.6,Fat loss,524.08,Performance,E-commerce Retailer
612153,Male,30,5.0,Endurance training,827.44,Accessories,E-commerce Retailer
167215,Female,20,4.8,General health,904.93,Accessories,E-commerce Retailer
955474,Female,30,7.5,Build muscle,39.62,Yoga,Physical Retailer
244356,Female,28,7.9,Build muscle,686.85,Performance,Physical Retailer
303861,Male,27,5.1,Build muscle,970.2,Performance,E-commerce Retailer
455612,Female,25,4.8,Build muscle,699.82,Performance,Physical Retailer
554605,Female,20,5.2,Endurance training,625.59,Outerwear,Physical Retailer
109435,Male,29,6.2,Build muscle,968.33,Performance,Physical Retailer
547556,Female,19,6.8,Build muscle,500.15,Outerwear,E-commerce Retailer
799438,Male,27,6.199999999999999,Fat loss,697.98,Accessories,Brand Website
965264,Male,27,3.8,Flexibility,827.27,Yoga,Physical Retailer
675581,Male,26,4.7,General health,844.16,Leisure,E-commerce Retailer
178781,Male,27,5.0,General health,856.05,Outerwear,E-commerce Retailer
291475,Male,39,5.4,General health,760.61,Footwear,E-commerce Retailer
260196,Female,34,7.1,Build muscle,805.41,Performance,Physical Retailer
326507,Male,30,5.1,General health,516.54,Accessories,Brand Website
406063,Female,24,7.7,Build muscle,672.49,Yoga,E-commerce Retailer
864121,Male,27,5.3,Endurance training,867.19,Performance,Physical Retailer
876665,Female,24,6.6,Endurance training,636.43,Outerwear,Physical Retailer
790607,Other,29,5.7,Build muscle,530.04,Leisure,Physical Retailer
221172,Male,21,6.3,General health,979.73,Performance,Physical Retailer
456902,Female,22,6.1,Flexibility,464.02,Yoga,Physical Retailer
584963,Male,37,6.0,Build muscle,994.98,Performance,Physical Retailer
555968,Female,34,3.3,General health,1080.32,Yoga,Physical Retailer
418717,Male,23,6.2,Build muscle,939.63,Performance,E-commerce Retailer
159101,Female,18,,Fat loss,1008.03,Performance,Physical Retailer
595972,Male,30,5.0,Fat loss,982.24,Performance,Physical Retailer
388790,Female,22,9.3,Fat loss,580.54,Footwear,Physical Retailer
990617,Female,31,6.3,Flexibility,540.37,Yoga,Physical Retailer
647337,Male,36,4.8,General health,570.71,Yoga,E-commerce Retailer
834965,Male,19,6.3,General health,846.58,Performance,Brand Website
460260,Male,22,7.6,Build muscle,632.72,,E-commerce Retailer
983811,Male,22,8.3,Flexibility,681.03,Outerwear,Physical Retailer
692673,Female,18,6.9,Build muscle,899.38,Leisure,Physical Retailer
750419,Male,27,,General health,730.94,Outerwear,Brand Website
533374,Male,29,6.0,Build muscle,795.8,Yoga,Physical Retailer
820777,Male,30,6.0,Build muscle,841.04,Outerwear,Physical Retailer
647577,Female,28,5.9,Endurance training,674.81,Footwear,Physical Retailer
472370,Male,36,6.0,Build muscle,960.39,Yoga,Physical Retailer
987225,Male,26,5.3,Build muscle,768.77,Performance,E-commerce Retailer
371967,Male,26,5.5,Build muscle,681.84,Accessories,E-commerce Retailer
291232,Male,28,5.6,Build muscle,833.94,Outerwear,Physical Retailer
404119,Female,30,6.2,Build muscle,700.38,Performance,Physical Retailer
109540,Male,28,4.6,Build muscle,850.27,Footwear,Physical Retailer
640652,Male,30,,Fat loss,745.57,Accessories,E-commerce Retailer
497827,Female,27,4.6000000000000005,Build muscle,643.0,Accessories,Physical Retailer
651951,Female,20,7.4,Endurance training,824.69,Performance,Physical Retailer
151991,Male,29,5.2,Build muscle,835.24,Leisure,Physical Retailer
288751,Female,37,5.6,Flexibility,638.57,Yoga,Physical Retailer
466326,Female,31,5.7,General health,903.68,Performance,Physical Retailer
786337,Male,25,7.1,Build muscle,672.42,Performance,Brand Website
718992,Female,29,6.4,General health,860.99,Performance,E-commerce Retailer
149115,Female,37,,General health,721.39,Footwear,E-commerce Retailer
453151,Male,37,7.2,Flexibility,667.0,Yoga,Physical Retailer
843583,Male,31,5.5,Fat loss,900.91,Accessories,Brand Website
291962,Male,31,6.2,Build muscle,623.21,,Physical Retailer
821747,Female,30,5.5,Endurance training,589.61,Yoga,E-commerce Retailer
249143,Other,31,4.9,Endurance training,596.54,Outerwear,E-commerce Retailer
814635,Female,34,5.7,Endurance training,531.0,Accessories,Physical Retailer
636226,Male,32,6.3,Build muscle,542.74,Footwear,Brand Website
453824,Female,22,6.5,General health,481.62,Footwear,Physical Retailer
104000,Female,30,6.7,Flexibility,854.85,Yoga,Physical Retailer
825948,Male,22,8.8,Build muscle,927.79,Outerwear,Physical Retailer
987474,Male,32,6.2,Build muscle,937.23,Outerwear,E-commerce Retailer
455754,Female,35,7.3,Build muscle,415.01,Leisure,Physical Retailer
351492,Male,25,4.0,General health,709.88,Outerwear,Brand Website
990123,Female,25,5.1,Endurance training,637.42,Footwear,E-commerce Retailer
599522,Male,22,5.2,Endurance training,790.98,Footwear,Brand Website
591072,Male,28,7.5,Fat loss,669.08,Performance,E-commerce Retailer
138304,Male,24,6.5,Fat loss,661.98,Accessories,Physical Retailer
604999,Male,25,5.800000000000001,Build muscle,578.43,Performance,E-commerce Retailer
431593,Female,23,7.5,Fat loss,896.93,Outerwear,Brand Website
707274,Male,25,5.4,General health,965.4,Leisure,Brand Website
251836,Female,24,,Flexibility,917.89,Outerwear,Physical Retailer
208940,Male,26,4.0,Flexibility,720.53,Yoga,Physical Retailer
924926,Female,32,3.6,Flexibility,598.59,Accessories,Physical Retailer
365517,Male,33,7.4,Fat loss,675.13,Performance,E-commerce Retailer
767521,Female,32,6.9,Fat loss,323.1,Accessories,E-commerce Retailer
721820,Female,34,4.1,General health,797.55,Leisure,Physical Retailer
979090,Male,33,5.7,Flexibility,916.87,Leisure,Brand Website
485777,Male,27,3.9,Build muscle,563.42,Footwear,E-commerce Retailer
724674,Female,32,5.9,Build muscle,798.39,Performance,E-commerce Retailer
651638,Other,27,7.800000000000001,Build muscle,894.93,Yoga,Physical Retailer
717296,Male,28,5.8,Endurance training,761.06,Leisure,E-commerce Retailer
980729,Female,28,4.8,Build muscle,596.37,,Brand Website
649639,Female,26,6.8,Build muscle,658.66,Performance,Physical Retailer
712956,Female,22,8.399999999999999,Build muscle,696.95,Accessories,Brand Website
738873,Other,30,6.0,Build muscle,1008.43,Accessories,E-commerce Retailer
437497,Female,26,6.9,General health,1106.07,Yoga,Physical Retailer
307869,Male,19,6.2,Build muscle,786.71,Accessories,Physical Retailer
165953,Male,31,4.2,Endurance training,902.71,Leisure,Brand Website
943890,Male,33,5.4,Endurance training,638.46,Yoga,Brand Website
600328,Female,32,6.6,General health,624.78,Accessories,Brand Website
906790,Female,36,7.6,Build muscle,722.99,Yoga,Physical Retailer
103267,Male,28,7.0,Flexibility,878.18,Yoga,Physical Retailer
182745,Female,31,8.2,Fat loss,302.14,Footwear,Physical Retailer
976020,Female,22,,Flexibility,550.8,Yoga,E-commerce Retailer
924945,Female,32,5.7,Flexibility,689.34,Leisure,Physical Retailer
257164,Male,25,5.4,Build muscle,736.78,Performance,E-commerce Retailer
635626,Male,22,7.2,Build muscle,990.83,Accessories,Brand Website
231484,Male,35,5.9,Build muscle,888.22,Performance,Physical Retailer
631831,Male,33,6.9,Fat loss,694.03,Outerwear,Physical Retailer
992323,Male,27,7.8,Build muscle,804.84,Accessories,Brand Website
160692,Male,34,,Build muscle,665.93,Performance,Brand Website
320156,Male,26,8.7,Fat loss,772.61,Footwear,E-commerce Retailer
323992,Male,26,5.7,Build muscle,716.81,Performance,E-commerce Retailer
616771,Male,31,6.3,Build muscle,976.21,Performance,Brand Website
930857,Female,27,6.9,Fat loss,735.59,Accessories,Physical Retailer
663044,Male,27,4.1,Build muscle,585.32,Leisure,E-commerce Retailer
643176,Female,24,8.100000000000001,Build muscle,533.8,Outerwear,Brand Website
791095,Other,24,7.9,Fat loss,802.47,Footwear,Physical Retailer
933727,Male,20,6.8999999999999995,Fat loss,572.24,Footwear,E-commerce Retailer
214352,Male,28,6.2,General health,806.93,Outerwear,E-commerce Retailer
969474,Male,22,6.4,Fat loss,912.34,Performance,Physical Retailer
185999,Female,21,9.3,Fat loss,718.97,Accessories,Brand Website
117955,Female,23,8.3,Fat loss,477.36,Footwear,Physical Retailer
924273,Male,31,6.4,General health,771.03,Performance,E-commerce Retailer
170640,Female,30,4.8,General health,647.55,Yoga,E-commerce Retailer
296582,Male,31,5.8,General health,803.93,Performance,Physical Retailer
844086,Male,24,6.1,Endurance training,810.69,Performance,E-commerce Retailer
500573,Female,28,5.1,Build muscle,449.87,Performance,E-commerce Retailer
525695,Male,38,5.6,Build muscle,693.73,Accessories,Physical Retailer
161476,Female,27,4.9,Build muscle,600.44,Performance,E-commerce Retailer
406955,Male,27,3.7,Flexibility,578.3,Yoga,Physical Retailer
267280,Other,31,5.8,Endurance training,612.47,Performance,Physical Retailer
775510,Male,32,6.1,General health,633.73,Accessories,Physical Retailer
695468,Male,33,5.6,Build muscle,564.45,Accessories,E-commerce Retailer
798646,Female,26,5.4,General health,831.32,Performance,Physical Retailer
737144,Male,22,6.8,Build muscle,722.28,Performance,Physical Retailer
954882,Other,34,5.8999999999999995,Build muscle,666.29,Yoga,E-commerce Retailer
514568,Female,30,6.1000000000000005,Build muscle,871.52,Leisure,Physical Retailer
286141,Female,26,6.0,Fat loss,571.28,Footwear,E-commerce Retailer
998320,Female,22,8.8,Fat loss,683.7,Accessories,Brand Website
734736,Other,23,5.6,General health,1041.77,Leisure,Physical Retailer
638685,Female,27,6.7,Build muscle,784.61,Performance,Physical Retailer
278031,Female,25,6.5,Fat loss,681.22,Performance,E-commerce Retailer
219180,Female,29,6.2,Fat loss,437.17,Footwear,Brand Website
166234,Male,23,5.2,Build muscle,821.51,Outerwear,Physical Retailer
664242,Male,21,8.3,General health,676.05,Performance,E-commerce Retailer
278352,Female,33,4.1,General health,637.59,Leisure,Physical Retailer
179459,Male,29,4.0,General health,1051.73,Leisure,E-commerce Retailer
509995,Male,25,6.6,General health,789.05,Performance,E-commerce Retailer
295004,Male,18,8.6,General health,772.74,Performance,Physical Retailer
566152,Male,37,4.7,Build muscle,658.79,Accessories,Brand Website
825256,Female,25,6.1,General health,463.59,Leisure,Physical Retailer
159163,Female,19,7.300000000000001,Build muscle,830.47,Accessories,Physical Retailer
575853,Male,26,6.0,Build muscle,848.82,Performance,E-commerce Retailer
151934,Male,27,7.6,Build muscle,964.94,Performance,E-commerce Retailer
820255,Female,30,3.8,General health,384.87,Performance,Brand Website
525523,Male,30,4.3,General health,631.24,Accessories,Physical Retailer
940530,Female,29,4.7,Build muscle,508.46,Leisure,Physical Retailer
554137,Male,25,5.2,General health,799.48,Performance,Brand Website
105486,Male,23,6.1,Flexibility,778.24,Leisure,Physical Retailer
239407,Other,26,7.1000000000000005,Build muscle,1002.46,Yoga,Physical Retailer
973332,Male,33,4.8,Build muscle,861.21,Performance,Physical Retailer
750308,Female,31,6.6,General health,489.78,Performance,Physical Retailer
727083,Female,26,7.1,Build muscle,316.11,Performance,E-commerce Retailer
320184,Male,25,6.3,Endurance training,865.02,Leisure,Brand Website
766490,Female,22,5.699999999999999,Build muscle,639.64,,E-commerce Retailer
449652,Other,31,5.5,Fat loss,714.94,Yoga,Physical Retailer
861315,Male,28,4.2,General health,1033.46,,E-commerce Retailer
742612,Female,20,4.0,Endurance training,539.65,Yoga,Physical Retailer
422710,Female,26,3.8,General health,786.61,Leisure,E-commerce Retailer
297775,Female,26,3.6,General health,612.71,Outerwear,E-commerce Retailer
389336,Female,27,7.5,General health,740.65,Accessories,Physical Retailer
887494,Male,31,5.6,Endurance training,1100.96,,Physical Retailer
708364,Female,27,4.4,Build muscle,0.0,Performance,E-commerce Retailer
189780,Female,26,8.4,Fat loss,656.76,Footwear,E-commerce Retailer
252617,Female,29,5.1000000000000005,Build muscle,315.05,Yoga,E-commerce Retailer
645977,Female,18,6.8,General health,557.51,Footwear,E-commerce Retailer
897606,Female,33,6.3,Build muscle,539.58,Accessories,Physical Retailer
450605,Male,31,6.6,Fat loss,832.48,Leisure,Brand Website
989465,Female,21,6.5,Build muscle,680.0,Footwear,Physical Retailer
633636,Female,26,6.2,General health,633.17,Performance,E-commerce Retailer
138102,Female,26,5.1,General health,767.4,,Physical Retailer
174460,Female,33,4.6,Build muscle,673.7,Performance,Brand Website
464778,Male,33,7.4,General health,613.02,Leisure,E-commerce Retailer
189930,Male,26,5.1,Build muscle,555.34,Leisure,E-commerce Retailer
631089,Male,27,6.1,Fat loss,688.83,Footwear,Physical Retailer
727438,Male,26,5.1,General health,921.16,Performance,Physical Retailer
827627,Female,19,5.699999999999999,Build muscle,290.49,Outerwear,Physical Retailer
279208,Female,32,5.3,Flexibility,640.79,Outerwear,Brand Website
254697,Female,32,5.5,Build muscle,638.6,,E-commerce Retailer
313945,Male,28,4.8,Build muscle,787.88,,Physical Retailer
331915,Female,25,4.5,Flexibility,287.01,Performance,E-commerce Retailer
827952,Male,18,6.8,Build muscle,731.72,Performance,E-commerce Retailer
308124,Male,36,,Flexibility,761.19,Yoga,Physical Retailer
537477,Female,24,7.5,Flexibility,667.06,Leisure,Physical Retailer
625830,Female,27,,Build muscle,636.06,Performance,Physical Retailer
383821,Male,37,5.1,Fat loss,866.21,Footwear,Physical Retailer
277804,Male,25,4.5,Build muscle,927.95,Performance,Physical Retailer
805703,Male,18,6.300000000000001,Fat loss,758.28,Footwear,E-commerce Retailer
139081,Male,31,,Build muscle,514.44,Performance,Physical Retailer
818216,Female,20,6.1000000000000005,Build muscle,675.07,Performance,E-commerce Retailer
455249,Male,28,5.8999999999999995,Build muscle,806.56,Accessories,Brand Website
319930,Male,25,6.2,Fat loss,983.42,Performance,Brand Website
905497,Male,29,,Flexibility,714.83,Accessories,E-commerce Retailer
617313,Male,26,6.1,General health,876.88,Accessories,Physical Retailer
314532,Male,27,,General health,843.51,Outerwear,Physical Retailer
712380,Male,26,7.0,Fat loss,806.59,,Physical Retailer
619332,Male,27,6.4,General health,939.58,Yoga,Physical Retailer
416837,Male,33,6.2,Build muscle,700.87,Performance,E-commerce Retailer
389106,Female,34,6.2,General health,631.47,Accessories,Brand Website
128295,Male,36,4.3,Flexibility,798.21,Accessories,Physical Retailer
113807,Other,18,5.7,Build muscle,887.84,Leisure,Physical Retailer
535564,Male,44,3.8,Endurance training,876.2,Footwear,E-commerce Retailer
257504,Female,28,6.6,General health,487.36,Performance,Physical Retailer
338067,Female,32,5.8,Flexibility,459.61,Performance,Brand Website
585008,Female,22,6.5,General health,677.04,Performance,Physical Retailer
792440,Female,28,4.3,Build muscle,824.14,Performance,Brand Website
494540,Male,38,5.2,Build muscle,731.04,Performance,Physical Retailer
977699,Male,30,7.0,Build muscle,749.14,Performance,Brand Website
617923,Male,21,5.7,General health,814.4,Leisure,Physical Retailer
266981,Female,26,5.1,Build muscle,600.36,Performance,Brand Website
844699,Male,35,3.9,General health,799.37,Accessories,Physical Retailer
119870,Male,28,7.5,Build muscle,1055.8,Leisure,E-commerce Retailer
303196,Female,29,5.6,Build muscle,659.04,Performance,E-commerce Retailer
348683,Female,31,7.699999999999999,Fat loss,678.98,Yoga,Brand Website
334677,Female,28,5.7,General health,438.7,,Physical Retailer
126790,Female,18,7.1000000000000005,Build muscle,508.16,Outerwear,Physical Retailer
743162,Other,36,4.800000000000001,Fat loss,504.31,Outerwear,E-commerce Retailer
911721,Male,23,7.2,Fat loss,758.25,Footwear,Brand Website
548345,Male,28,7.3,Build muscle,744.19,Outerwear,E-commerce Retailer
849074,Male,25,5.0,Build muscle,842.13,Performance,Physical Retailer
587462,Male,34,4.6,General health,717.08,Yoga,Physical Retailer
639773,Female,22,7.7,Fat loss,469.37,Footwear,E-commerce Retailer
930914,Male,30,,Build muscle,1015.38,Outerwear,E-commerce Retailer
186188,Female,32,5.7,General health,437.06,Yoga,E-commerce Retailer
629036,Male,25,6.7,Flexibility,715.84,Yoga,Physical Retailer
842129,Female,25,5.9,Endurance training,529.23,Performance,Physical Retailer
764795,Female,35,5.6,Fat loss,1033.1,Leisure,Physical Retailer
890141,Male,28,4.0,General health,764.73,Leisure,Physical Retailer
748249,Male,26,7.4,Flexibility,696.61,Leisure,Physical Retailer
130355,Male,27,4.9,General health,697.25,Outerwear,Physical Retailer
811131,Male,38,6.8,Fat loss,717.63,Footwear,Brand Website
551015,Male,26,6.8,Fat loss,710.83,Outerwear,Physical Retailer
506332,Male,20,7.2,General health,608.05,Performance,E-commerce Retailer
256542,Male,21,7.8,Build muscle,631.37,Outerwear,E-commerce Retailer
273416,Female,29,7.0,Fat loss,490.56,Footwear,Physical Retailer
405062,Female,25,4.0,General health,349.73,Outerwear,Physical Retailer
938656,Female,32,4.9,Endurance training,513.8,Footwear,Brand Website
